(city(Tlaxiaco)) --> (gender(f)), {C=0.004377006127808579}
(marital status(M)) --> (buy(44)), {C=0.0026262036766851473}
(buy(45)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(45)), {C=0.002139869662484194}
(buy(46)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(46)), {C=0.002723470479525338}
(buy(47)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(47)), {C=0.00301527088804591}
(buy(48)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(48)), {C=0.0029180040852057193}
(buy(49)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(49)), {C=0.0023344032681645753}
(buy(50)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(50)), {C=0.0023344032681645753}
(buy(51)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(51)), {C=0.001945336056803813}
(buy(52)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(52)), {C=0.0024316700710047662}
(buy(53)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(53)), {C=0.0032098044937262913}
(buy(54)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(54)), {C=0.0026262036766851473}
(buy(55)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(55)), {C=0.0025289368738449568}
(buy(56)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(56)), {C=0.0022371364653243847}
(buy(57)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(57)), {C=0.0020426028596440037}
(buy(59)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(59)), {C=0.0024316700710047662}
(buy(60)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(60)), {C=0.002723470479525338}
(buy(61)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(61)), {C=0.0029180040852057193}
(buy(62)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(62)), {C=0.00301527088804591}
(buy(63)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(63)), {C=0.002723470479525338}
(buy(65)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(65)), {C=0.0023344032681645753}
(buy(66)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(66)), {C=0.0032098044937262913}
(buy(67)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(67)), {C=0.0025289368738449568}
(buy(68)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(68)), {C=0.0025289368738449568}
(buy(69)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(69)), {C=0.0023344032681645753}
(buy(70)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(70)), {C=0.0025289368738449568}
(buy(71)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(71)), {C=0.002723470479525338}
(buy(72)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(72)), {C=0.0025289368738449568}
(buy(73)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(73)), {C=0.0026262036766851473}
(buy(74)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(74)), {C=0.0025289368738449568}
(buy(75)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(75)), {C=0.0020426028596440037}
(buy(76)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(76)), {C=0.0023344032681645753}
(buy(77)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(77)), {C=0.0022371364653243847}
(buy(78)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(78)), {C=0.003307071296566482}
(buy(79)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(79)), {C=0.0026262036766851473}
(buy(80)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(80)), {C=0.0029180040852057193}
(buy(81)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(81)), {C=0.002139869662484194}
(buy(82)) --> (marital status(M)), {C=0.0034043380994066724}
(marital status(M)) --> (buy(82)), {C=0.0034043380994066724}
(buy(83)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(83)), {C=0.0023344032681645753}
(buy(84)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(84)), {C=0.0028207372823655288}
(buy(85)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(85)), {C=0.002723470479525338}
(buy(86)) --> (marital status(M)), {C=0.0034043380994066724}
(marital status(M)) --> (buy(86)), {C=0.0034043380994066724}
(buy(88)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(88)), {C=0.001945336056803813}
(buy(89)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(89)), {C=0.0025289368738449568}
(buy(90)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(90)), {C=0.0028207372823655288}
(buy(91)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(91)), {C=0.0023344032681645753}
(buy(92)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(92)), {C=0.001945336056803813}
(buy(93)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(93)), {C=0.0024316700710047662}
(buy(95)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(95)), {C=0.0024316700710047662}
(buy(96)) --> (marital status(M)), {C=0.0035016049022468633}
(marital status(M)) --> (buy(96)), {C=0.0035016049022468633}
(buy(97)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(97)), {C=0.0023344032681645753}
(buy(98)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(98)), {C=0.0023344032681645753}
(buy(100)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(100)), {C=0.0028207372823655288}
(buy(101)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(101)), {C=0.001945336056803813}
(buy(102)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(102)), {C=0.0023344032681645753}
(buy(103)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(103)), {C=0.0020426028596440037}
(buy(104)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(104)), {C=0.0023344032681645753}
(buy(105)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(105)), {C=0.002139869662484194}
(buy(106)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(106)), {C=0.00301527088804591}
(buy(107)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(107)), {C=0.0032098044937262913}
(buy(108)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(108)), {C=0.003112537690886101}
(buy(109)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(109)), {C=0.0028207372823655288}
(buy(110)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(110)), {C=0.0028207372823655288}
(buy(111)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(111)), {C=0.0026262036766851473}
(buy(112)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(112)), {C=0.0029180040852057193}
(buy(114)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(114)), {C=0.0022371364653243847}
(buy(115)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(115)), {C=0.002139869662484194}
(buy(116)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(116)), {C=0.0032098044937262913}
(buy(117)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(117)), {C=0.0025289368738449568}
(buy(118)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(118)), {C=0.0028207372823655288}
(buy(119)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(119)), {C=0.0032098044937262913}
(buy(120)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(120)), {C=0.0026262036766851473}
(buy(121)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(121)), {C=0.0020426028596440037}
(buy(122)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(122)), {C=0.001945336056803813}
(buy(123)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(123)), {C=0.0022371364653243847}
(buy(125)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(125)), {C=0.002723470479525338}
(buy(126)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(126)), {C=0.0026262036766851473}
(buy(127)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(127)), {C=0.0028207372823655288}
(buy(128)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(128)), {C=0.0022371364653243847}
(buy(129)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(129)), {C=0.002139869662484194}
(buy(130)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(130)), {C=0.0026262036766851473}
(buy(131)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(131)), {C=0.0025289368738449568}
(buy(132)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(132)), {C=0.0032098044937262913}
(buy(133)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(133)), {C=0.0029180040852057193}
(buy(134)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(134)), {C=0.002139869662484194}
(buy(135)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(135)), {C=0.0024316700710047662}
(buy(137)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(137)), {C=0.00301527088804591}
(buy(138)) --> (marital status(M)), {C=0.0034043380994066724}
(marital status(M)) --> (buy(138)), {C=0.0034043380994066724}
(buy(139)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(139)), {C=0.0024316700710047662}
(buy(140)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(140)), {C=0.0020426028596440037}
(buy(141)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(141)), {C=0.0025289368738449568}
(buy(143)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(143)), {C=0.0026262036766851473}
(buy(146)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(146)), {C=0.0020426028596440037}
(buy(147)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(147)), {C=0.0026262036766851473}
(buy(148)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(148)), {C=0.002139869662484194}
(buy(150)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(150)), {C=0.002723470479525338}
(buy(152)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(152)), {C=0.002139869662484194}
(buy(153)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(153)), {C=0.003112537690886101}
(buy(154)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(154)), {C=0.0025289368738449568}
(buy(155)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(155)), {C=0.0022371364653243847}
(buy(156)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(156)), {C=0.002139869662484194}
(buy(157)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(157)), {C=0.001945336056803813}
(buy(158)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(158)), {C=0.001945336056803813}
(buy(160)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(160)), {C=0.0026262036766851473}
(buy(161)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(161)), {C=0.002723470479525338}
(buy(163)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(163)), {C=0.0029180040852057193}
(buy(164)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(164)), {C=0.0025289368738449568}
(buy(165)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(165)), {C=0.002139869662484194}
(buy(166)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(166)), {C=0.0023344032681645753}
(buy(168)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(168)), {C=0.0028207372823655288}
(buy(169)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(169)), {C=0.0026262036766851473}
(buy(170)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(170)), {C=0.002139869662484194}
(buy(171)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(171)), {C=0.0022371364653243847}
(buy(172)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(172)), {C=0.0020426028596440037}
(buy(173)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(173)), {C=0.0022371364653243847}
(buy(174)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(174)), {C=0.0022371364653243847}
(buy(175)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(175)), {C=0.0024316700710047662}
(buy(177)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(177)), {C=0.0023344032681645753}
(buy(178)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(178)), {C=0.002139869662484194}
(buy(179)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(179)), {C=0.0022371364653243847}
(buy(180)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(180)), {C=0.00301527088804591}
(buy(182)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(182)), {C=0.0025289368738449568}
(buy(183)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(183)), {C=0.002139869662484194}
(buy(184)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(184)), {C=0.001945336056803813}
(buy(185)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(185)), {C=0.0024316700710047662}
(buy(186)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(186)), {C=0.001945336056803813}
(buy(187)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(187)), {C=0.002723470479525338}
(buy(188)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(188)), {C=0.0024316700710047662}
(buy(190)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(190)), {C=0.0020426028596440037}
(buy(191)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(191)), {C=0.0028207372823655288}
(buy(192)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(192)), {C=0.0022371364653243847}
(buy(193)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(193)), {C=0.0022371364653243847}
(buy(194)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(194)), {C=0.0026262036766851473}
(buy(195)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(195)), {C=0.0023344032681645753}
(buy(196)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(196)), {C=0.0026262036766851473}
(buy(198)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(198)), {C=0.0025289368738449568}
(buy(199)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(199)), {C=0.001945336056803813}
(buy(200)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(200)), {C=0.001945336056803813}
(buy(201)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(201)), {C=0.0032098044937262913}
(buy(202)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(202)), {C=0.0028207372823655288}
(buy(203)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(203)), {C=0.002139869662484194}
(buy(204)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(204)), {C=0.0029180040852057193}
(buy(205)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(205)), {C=0.003112537690886101}
(buy(206)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(206)), {C=0.003112537690886101}
(buy(207)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(207)), {C=0.0024316700710047662}
(buy(211)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(211)), {C=0.0024316700710047662}
(buy(212)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(212)), {C=0.0023344032681645753}
(buy(213)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(213)), {C=0.002139869662484194}
(buy(214)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(214)), {C=0.0025289368738449568}
(buy(216)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(216)), {C=0.0028207372823655288}
(buy(217)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(217)), {C=0.0025289368738449568}
(buy(219)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(219)), {C=0.001945336056803813}
(buy(221)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(221)), {C=0.0025289368738449568}
(buy(222)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(222)), {C=0.0026262036766851473}
(buy(223)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(223)), {C=0.002723470479525338}
(buy(224)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(224)), {C=0.0023344032681645753}
(buy(226)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(226)), {C=0.002723470479525338}
(buy(227)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(227)), {C=0.0022371364653243847}
(buy(228)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(228)), {C=0.0028207372823655288}
(buy(229)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(229)), {C=0.0025289368738449568}
(buy(230)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(230)), {C=0.00301527088804591}
(buy(231)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(231)), {C=0.003307071296566482}
(buy(232)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(232)), {C=0.00301527088804591}
(buy(233)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(233)), {C=0.002723470479525338}
(buy(234)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(234)), {C=0.0029180040852057193}
(buy(235)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(235)), {C=0.001945336056803813}
(buy(237)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(237)), {C=0.002723470479525338}
(buy(238)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(238)), {C=0.0029180040852057193}
(buy(241)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(241)), {C=0.002139869662484194}
(buy(242)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(242)), {C=0.00301527088804591}
(buy(243)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(243)), {C=0.0022371364653243847}
(buy(244)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(244)), {C=0.0020426028596440037}
(buy(245)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(245)), {C=0.002723470479525338}
(buy(246)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(246)), {C=0.0020426028596440037}
(buy(248)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(248)), {C=0.0028207372823655288}
(buy(249)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(249)), {C=0.0023344032681645753}
(buy(250)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(250)), {C=0.0024316700710047662}
(buy(251)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(251)), {C=0.0024316700710047662}
(buy(252)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(252)), {C=0.0023344032681645753}
(buy(253)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(253)), {C=0.0025289368738449568}
(buy(254)) --> (marital status(M)), {C=0.0029180040852057193}
(marital status(M)) --> (buy(254)), {C=0.0029180040852057193}
(buy(255)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(255)), {C=0.0026262036766851473}
(buy(256)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(256)), {C=0.0020426028596440037}
(buy(258)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(258)), {C=0.003598871705087054}
(buy(259)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(259)), {C=0.0024316700710047662}
(buy(260)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(260)), {C=0.0022371364653243847}
(buy(261)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(261)), {C=0.003598871705087054}
(buy(262)) --> (marital status(M)), {C=0.0034043380994066724}
(marital status(M)) --> (buy(262)), {C=0.0034043380994066724}
(buy(263)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(263)), {C=0.002723470479525338}
(buy(264)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(264)), {C=0.003307071296566482}
(buy(265)) --> (marital status(M)), {C=0.0032098044937262913}
(marital status(M)) --> (buy(265)), {C=0.0032098044937262913}
(buy(266)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(266)), {C=0.002723470479525338}
(buy(267)) --> (marital status(M)), {C=0.002723470479525338}
(marital status(M)) --> (buy(267)), {C=0.002723470479525338}
(buy(269)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(269)), {C=0.0022371364653243847}
(buy(270)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(270)), {C=0.002139869662484194}
(buy(271)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(271)), {C=0.003307071296566482}
(buy(272)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(272)), {C=0.0023344032681645753}
(buy(274)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(274)), {C=0.0025289368738449568}
(buy(275)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(275)), {C=0.0025289368738449568}
(buy(276)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(276)), {C=0.0023344032681645753}
(buy(277)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(277)), {C=0.0022371364653243847}
(buy(278)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(278)), {C=0.0023344032681645753}
(buy(279)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(279)), {C=0.001945336056803813}
(buy(280)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(280)), {C=0.001945336056803813}
(buy(282)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(282)), {C=0.0026262036766851473}
(buy(283)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(283)), {C=0.0023344032681645753}
(buy(284)) --> (marital status(M)), {C=0.0020426028596440037}
(marital status(M)) --> (buy(284)), {C=0.0020426028596440037}
(buy(286)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(286)), {C=0.0024316700710047662}
(buy(287)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(287)), {C=0.0024316700710047662}
(buy(288)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(288)), {C=0.002139869662484194}
(buy(289)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(289)), {C=0.002139869662484194}
(buy(290)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(290)), {C=0.0023344032681645753}
(buy(291)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(291)), {C=0.001945336056803813}
(buy(292)) --> (marital status(M)), {C=0.003598871705087054}
(marital status(M)) --> (buy(292)), {C=0.003598871705087054}
(buy(293)) --> (marital status(M)), {C=0.0022371364653243847}
(marital status(M)) --> (buy(293)), {C=0.0022371364653243847}
(buy(295)) --> (marital status(M)), {C=0.0028207372823655288}
(marital status(M)) --> (buy(295)), {C=0.0028207372823655288}
(buy(296)) --> (marital status(M)), {C=0.0023344032681645753}
(marital status(M)) --> (buy(296)), {C=0.0023344032681645753}
(buy(297)) --> (marital status(M)), {C=0.0035016049022468633}
(marital status(M)) --> (buy(297)), {C=0.0035016049022468633}
(buy(298)) --> (marital status(M)), {C=0.002139869662484194}
(marital status(M)) --> (buy(298)), {C=0.002139869662484194}
(buy(299)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(299)), {C=0.0026262036766851473}
(buy(300)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(300)), {C=0.0025289368738449568}
(buy(301)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(301)), {C=0.0024316700710047662}
(buy(302)) --> (marital status(M)), {C=0.0026262036766851473}
(marital status(M)) --> (buy(302)), {C=0.0026262036766851473}
(buy(304)) --> (marital status(M)), {C=0.0024316700710047662}
(marital status(M)) --> (buy(304)), {C=0.0024316700710047662}
(buy(305)) --> (marital status(M)), {C=0.0025289368738449568}
(marital status(M)) --> (buy(305)), {C=0.0025289368738449568}
(buy(307)) --> (marital status(M)), {C=0.003307071296566482}
(marital status(M)) --> (buy(307)), {C=0.003307071296566482}
(buy(309)) --> (marital status(M)), {C=0.003112537690886101}
(marital status(M)) --> (buy(309)), {C=0.003112537690886101}
(buy(310)) --> (marital status(M)), {C=0.001945336056803813}
(marital status(M)) --> (buy(310)), {C=0.001945336056803813}
(buy(311)) --> (marital status(M)), {C=0.00301527088804591}
(marital status(M)) --> (buy(311)), {C=0.00301527088804591}
